change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
33868,114897,100.0,29.634,0.742762,186059.0,100255.0,6e-05,0.0244126180186867,0.0069031557068228,0.1583686270751059,0.0080655682832002
103446,272470,100.0,680.545,0.093709,293337.0,250155.0,8.6e-05,0.0241705528460443,0.0068705813027918,0.1600195979699492,0.0079038953408598
40335,83158,100.0,13.243,0.07073,106023.0,63104.0,0.000108,0.0241751540452241,0.0069391760043799,0.1599163888022303,0.0077844858169555
5787,89429,99.0,415.541,0.975812,320275.0,321118.0,0.000139,0.0241195638664066,0.0070143919438123,0.1654520137235522,0.0115820518694818
791,24429,99.0,39.672,0.212314,157819.0,96331.0,3.9e-05,0.0255732098594307,0.0069034178741276,0.1671617780812084,0.0080406730994582
37609,45925,100.0,887.864,0.557691,293526.0,151397.0,0.000209,0.0249752108938992,0.006755534093827,0.1664636549539864,0.0080537777394056
18608,32206,100.0,47.223,2.512443,21447.0,85161.0,9.6e-05,0.025630657095462,0.0067478092387318,0.163032254204154,0.0082369199953973
15528,84110,100.0,891.108,0.856214,282865.0,152514.0,5.5e-05,0.0244598700664937,0.0070218760520219,0.1631363038904965,0.0077352258376777
15108,82760,99.0,26.105,0.069295,197120.0,280868.0,0.000107,0.0253575770184397,0.0071429014205932,0.1601833188906312,0.0079182689078152
1249,11226,100.0,909.178,1.507494,40519.0,318278.0,0.000121,0.0243543349206447,0.0070037739351391,0.1613462129607796,0.0080365063622593
37598,91366,100.0,10.129,1.593121,151253.0,77263.0,3.8e-05,0.0249124160036444,0.0068465629592537,0.1624181442894041,0.0081530166789889
81310,90325,100.0,905.33,0.0745,89662.0,269107.0,0.000143,0.0243225679732859,0.006768065970391,0.1642943248152732,0.0081056989729404
3769,66835,100.0,10.98,1.038174,68912.0,110265.0,6.6e-05,0.0240203719586133,0.0068173538893461,0.1587647786363959,0.0080685820430517
11077,39767,98.0,536.854,0.059297,160060.0,49041.0,8.5e-05,0.029705312103033,0.0069465562701225,0.1700017149560153,0.0073515339754521
13212,15094,100.0,45.988,0.311449,257107.0,168253.0,2.4e-05,0.0232604732736945,0.0063440091907978,0.1652752850204706,0.0075903036631643
15116,97130,100.0,264.664,0.012426,27103.0,32647.0,1.1e-05,0.0237003788352012,0.0152045269496738,0.1683065542019903,0.007539409212768
85967,126297,100.0,19.572,0.124648,131786.0,285617.0,0.000107,0.0237787337973713,0.0065838070586323,0.1707859439775347,0.0075296750292181
1543,78066,100.0,309.572,0.219149,288107.0,124483.0,4.6e-05,0.0276655810885131,0.0064486609771847,0.1635578903369605,0.0073616150766611
11770,62116,100.0,20.112,3.472214,340167.0,27350.0,0.000107,0.0232709241099655,0.0063928170129656,0.1620122739113867,0.0073851542547345
12728,83079,100.0,711.791,0.216462,130467.0,177679.0,0.000107,0.0233305841684341,0.0062329727225005,0.1643679519183933,0.007283276412636
54650,85951,100.0,28.871,1.809005,193048.0,200010.0,4.1e-05,0.0246815918944776,0.0063168168999254,0.1675645359791815,0.0073504438623785
1165,89279,100.0,794.752,0.057106,62695.0,95774.0,7.9e-05,0.0244607711210846,0.0062036816962063,0.1614220682531595,0.007199072279036
65937,70578,100.0,17.913,1.138337,69608.0,155003.0,8.1e-05,0.0240811030380427,0.0061901537701487,0.1642584088258445,0.0076736868359148
12159,84416,99.0,246.064,0.312978,55644.0,164416.0,7.2e-05,0.0251249140128493,0.0067943991161882,0.1664515188895166,0.0076143178157508
34939,40054,91.0,28.01,0.113392,320871.0,164366.0,0.000128,0.0249812980182468,0.0065274941734969,0.1673277011141181,0.0076689231209456
36097,135799,99.0,349.487,0.108256,305394.0,183596.0,6e-05,0.0249560680240392,0.0064287362620234,0.1650146930478513,0.0079564866609871
70545,98014,100.0,13.104,0.120264,316009.0,243633.0,4.8e-05,0.0248637571930885,0.0067621753551065,0.1730706160888075,0.0081185549497604
5060,37094,99.0,506.693,0.512714,302952.0,107510.0,0.000191,0.0248739807866513,0.006474913097918,0.1680906917899847,0.0145854819566011
9333,71271,99.0,26.554,4.165329,33335.0,46954.0,0.000102,0.0250350139103829,0.0125284339301288,0.1671590809710323,0.007722018752247
3516,21662,100.0,313.203,0.46345,112342.0,284249.0,2.9e-05,0.02475445298478,0.0063873338513076,0.1668793191201985,0.0076014208607375
20857,118150,100.0,33.659,0.083001,164560.0,291070.0,0.000328,0.0249658203683793,0.0062770899385213,0.1682423208840191,0.007476860191673
